,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
1045,8,1981,1981,2524,2524,2524,2,9,2,542,278000
1047,9,2005,2006,1992,1992,2868,3,11,3,716,556581
1048,5,1994,1995,990,990,990,1,5,2,672,145000
1051,7,2007,2007,1302,1302,1302,2,6,2,436,176485
1052,7,2007,2007,1316,1316,1316,2,6,2,440,200141
1053,6,1964,1978,816,1127,1977,1,9,2,540,165000
1054,5,1957,2002,1216,1526,1526,1,7,1,364,144500
1055,8,2002,2002,1065,1091,1989,2,7,2,586,255000
1056,6,1976,1976,1193,1523,1523,2,7,2,478,180000
1057,7,2005,2005,1364,1364,1364,2,6,2,484,185850
1058,7,1994,1994,973,979,1850,2,7,2,467,248000
1059,9,2008,2008,1104,1130,2184,2,10,3,836,335000
1060,6,1932,1950,854,1096,1991,1,7,2,432,220000
1061,8,2001,2001,1338,1338,1338,2,6,2,582,213500
1062,3,1935,1950,894,894,894,1,6,3,1248,81000
1063,5,1900,1950,662,1422,2337,2,10,2,560,90000
1064,6,1925,1980,1103,1103,1103,1,5,2,440,110500
1065,5,1966,1966,1154,1154,1154,1,6,2,480,154000
1066,7,1996,1997,1306,1306,2260,2,7,2,533,328000
1067,6,1993,1994,799,799,1571,2,7,2,380,178000
1068,6,1964,1964,780,798,1611,1,7,2,442,167900
1069,6,1973,1973,942,1291,2521,2,10,2,576,151400
1070,5,1949,2003,845,893,893,1,4,2,576,135000
1071,5,1956,1956,1048,1048,1048,1,6,1,286,135000
1072,6,1968,1968,727,829,1556,1,8,2,441,154000
1073,5,1948,1950,810,1002,1456,1,7,1,280,91500
1074,6,1977,1977,690,698,1426,1,6,2,440,159500
1075,7,2006,2006,1240,1240,1240,2,5,3,826,194000
1076,7,1940,1984,800,960,1740,1,6,1,240,219500
1077,5,1936,1989,796,1096,1466,2,7,2,566,170000
1078,5,1969,1969,1096,1096,1096,1,6,1,299,138800
1079,6,2004,2004,848,848,848,1,3,2,420,155900
1080,5,1994,1994,990,990,990,1,5,1,299,126000
1081,6,1971,2004,1258,1258,1258,2,5,2,528,145000
1082,5,1963,1963,1040,1040,1040,1,5,1,308,133000
1083,7,2002,2002,1459,1459,1459,2,6,2,527,192000
1084,6,1964,1964,1251,1251,1251,1,6,1,461,160000
1085,6,1995,1996,691,691,1498,2,6,2,409,187500
1086,6,1992,1992,936,996,996,1,5,2,564,147000
1087,4,1973,1973,546,546,1092,1,6,1,286,83500
1088,8,2005,2006,1082,1082,1953,2,9,3,1043,252000
1089,7,2004,2004,970,970,1709,2,7,2,380,137500
1090,8,2005,2005,1247,1247,1247,1,4,2,550,197000
1092,7,1999,2000,600,624,1252,2,4,2,462,160000
1093,6,1925,1950,1181,1390,1694,2,7,2,576,136500
1094,5,1965,1998,864,1200,1200,1,6,2,884,146000
1095,5,1956,2000,936,936,936,1,4,1,308,129000
1096,6,2006,2006,1314,1314,1314,2,6,2,440,176432
1098,8,1986,1986,1074,1088,1088,1,5,2,461,170000
1099,4,1936,1950,672,757,1324,1,6,1,240,128000
1100,7,1978,1978,1271,1601,1601,2,7,2,478,157000
1101,2,1920,1950,290,438,438,1,3,1,246,60000
1102,5,1971,1971,950,950,950,1,5,1,280,119500
1103,5,1960,2002,1010,1134,1134,1,6,1,254,135000
1104,6,1959,1959,655,1194,1194,1,6,2,539,159500
1105,5,1970,1970,630,630,1302,2,6,2,440,106000
1106,8,1994,1995,1463,1500,2622,2,9,2,712,325000
1107,7,1990,1991,910,1442,1442,2,6,2,719,179900
1108,7,2006,2006,868,887,2021,2,9,2,422,274725
1109,6,2000,2000,924,948,1690,2,7,2,463,181000
1110,8,2004,2005,1836,1836,1836,2,7,3,862,280000
1111,6,1995,1996,773,773,1658,2,8,2,431,188000
1112,7,1976,1976,803,1098,1964,2,8,2,483,205000
1113,5,1957,1957,816,816,816,1,5,1,308,129900
1114,5,1953,2006,1008,1008,1008,1,6,1,240,134500
1115,5,1954,2000,833,833,833,1,4,1,326,117000
1116,8,2007,2007,1734,1734,1734,2,7,3,928,318000
1117,8,2002,2002,408,779,1419,2,7,2,527,184100
1118,5,1967,2003,894,894,894,1,5,2,450,130000
1119,5,1958,1987,533,1021,1601,1,6,1,300,140000
1120,5,1959,1959,1040,1040,1040,1,6,1,286,133700
1121,6,1920,1950,1012,1012,1012,1,6,1,308,118400
1122,7,2005,2006,1552,1552,1552,2,7,3,782,212900
1123,4,1956,1956,672,960,960,1,5,1,288,112000
1125,7,1992,1992,384,812,1482,2,7,2,392,163900
1126,4,1955,1955,1005,1005,1005,1,5,2,672,115000
1127,7,2007,2007,1373,1555,1555,2,7,3,660,174000
1128,7,2004,2004,1530,1530,1530,2,7,3,630,259000
1129,7,2004,2005,847,847,1959,2,8,2,434,215000
1130,5,1980,1980,936,936,936,1,4,2,672,140000
1131,4,1928,1950,1122,1328,1981,2,7,2,576,135000
1133,6,1880,1950,1008,1178,2210,2,8,1,205,117500
1134,8,1995,1995,1128,1142,2020,2,8,2,466,239500
1135,6,1997,1997,916,916,1600,2,7,2,460,169000
1136,6,1926,1950,960,986,986,1,5,1,180,102000
1137,6,1950,1950,1032,1032,1252,1,6,1,288,119000
1139,6,1977,1977,1567,1567,1567,2,5,2,714,196000
1140,5,1920,1950,915,1167,1167,1,6,2,495,144000
1141,5,1951,1951,952,952,952,1,4,2,840,139000
1142,5,1976,1976,780,1088,1868,2,9,2,484,197500
1143,8,2006,2007,1466,1466,2828,3,11,3,1052,424870
1145,4,1941,1950,672,672,924,1,5,1,280,80000
1146,5,1928,1950,1042,1042,1576,1,8,1,225,149000
1147,6,1985,1985,1298,1298,1298,2,5,2,403,180000
1148,7,1941,1950,704,860,1564,1,7,1,234,174500
1149,7,1926,1950,572,572,1111,1,5,1,288,116900
1150,7,1920,1988,650,832,1482,1,7,2,324,143000
1151,6,1950,1950,932,932,932,1,4,1,306,124000
1152,5,1959,1959,1466,1466,1466,1,6,2,528,149900
1153,6,1956,2004,1073,1811,1811,1,6,2,470,230000
1154,6,1930,2007,816,816,816,1,5,1,432,120500
1155,7,1965,1988,864,902,1820,1,8,2,492,201800
1156,5,1976,2004,1437,1437,1437,2,6,2,528,218000
1157,5,1965,1999,1219,1265,1265,2,6,2,502,179900
1158,7,2007,2008,1314,1314,1314,2,6,2,626,230000
1159,8,2007,2008,1580,1580,1580,2,7,3,830,235128
1160,6,1974,1974,901,943,1876,2,8,2,540,185000
1161,6,1978,1978,855,855,1456,2,7,2,440,146000
1162,6,1954,2006,1296,1640,1640,1,7,2,924,224000
1163,5,1968,1968,894,894,894,1,5,2,450,129000
1164,4,1969,1969,1198,1258,1258,0,6,2,400,108959
1165,5,1978,1978,1360,1432,1432,1,5,2,588,194000
1166,7,2009,2009,1502,1502,1502,2,7,2,644,233170
1167,8,2008,2008,1694,1694,1694,2,7,3,776,245350
1168,6,2000,2000,959,959,1671,2,7,2,472,173000
1169,6,1935,1986,1127,1236,2108,2,7,2,540,235000
1170,10,1995,1996,1930,1831,3627,3,10,3,807,625000
1171,6,1977,1977,1096,1118,1118,1,6,1,358,171000
1172,6,1958,1958,1261,1261,1261,1,6,2,433,163000
1173,7,2006,2007,625,625,1250,2,5,2,625,171900
1175,6,1932,1950,952,1170,2345,2,9,2,360,239000
1176,8,1992,2000,1683,2129,2872,2,9,2,541,285000
1177,5,1984,1985,876,923,923,1,5,1,264,119500
1178,6,1926,2004,818,818,1224,1,5,1,210,115000
1179,5,1921,1950,731,820,1343,1,7,1,186,154900
1181,7,1990,1991,1216,1298,2514,2,8,2,693,250000
1182,8,2008,2008,1600,1652,1652,2,5,2,482,392500
1183,10,1996,1996,2396,2411,4476,3,10,3,813,745000
1184,5,1920,1950,1120,1130,1130,1,5,2,720,120000
1185,5,1963,1963,1572,1572,1572,1,5,3,995,186700
1186,5,1924,1950,784,949,1221,1,7,1,392,104900
1187,3,1900,1970,978,1014,1699,2,7,2,420,95000
1188,8,1994,1995,1624,1624,1624,2,5,3,757,262000
1189,7,2002,2002,831,831,1660,2,7,2,493,195000
1190,7,1999,1999,994,1028,1804,2,7,2,442,189000
1191,4,1961,1975,1249,1622,1622,1,7,4,1356,168000
1192,8,1999,2000,776,764,1441,2,5,2,492,174000
1193,5,1925,1994,702,842,1472,1,6,1,250,125000
1194,6,1999,1999,1224,1224,1224,2,5,2,402,165000
1195,6,1969,1969,663,663,1352,1,7,1,299,158000
1196,6,2005,2005,728,728,1456,2,8,2,400,176000
1197,7,2006,2006,879,879,1863,2,9,3,660,219210
1198,7,1916,1950,815,815,1690,1,7,1,225,144000
1199,7,2001,2001,1212,1212,1212,2,6,2,573,178000
1200,4,1963,1979,1051,1382,1382,1,6,2,459,148000
1201,4,1970,1970,864,864,864,1,5,1,280,116050
1202,7,1998,1998,866,866,1779,2,6,2,546,197900
1203,5,1925,1997,884,884,1348,1,5,1,216,117000
1204,7,2000,2001,1630,1630,1630,2,6,2,451,213000
1205,5,1975,1975,1056,1074,1074,1,6,2,495,153500
1206,7,1990,1991,2158,2196,2196,2,7,3,701,271900
1207,4,1966,1966,1056,1056,1056,1,5,1,384,107000
1208,6,2003,2003,1682,1700,1700,2,7,2,544,200000
1209,5,1962,1980,931,1283,1283,1,6,2,506,140000
1210,8,2006,2006,1660,1660,1660,2,8,2,500,290000
1211,6,1992,1992,1055,1055,1845,2,8,2,462,189000
1212,8,1988,2005,559,1080,1752,2,8,2,492,164000
1213,4,1941,1950,672,672,672,1,4,1,234,113000
1214,4,1965,2001,648,960,960,0,3,1,364,145000
1215,5,1962,1962,925,999,999,1,6,1,300,134500
1216,5,1966,1966,894,894,894,1,5,1,384,125000
1218,8,2009,2009,1300,1314,1314,2,6,2,552,229456
1221,5,1964,1964,912,912,912,1,5,1,288,115000
1222,5,1968,1968,952,1211,1211,1,5,1,322,134000
1223,6,1949,1950,1040,1168,1846,2,7,1,315,143000
1224,5,1951,1951,2136,2136,2136,2,7,2,528,137900
1225,7,2004,2005,788,788,1490,2,8,2,388,184000
1226,6,1958,1958,588,1138,1138,1,6,1,264,145000
1227,6,2007,2007,894,894,1933,2,9,3,668,214000
1228,5,1965,2008,912,912,912,1,5,2,576,147000
1229,9,2008,2008,1702,1702,1702,1,7,3,1052,367294
1230,5,1960,1960,1075,1507,1507,2,7,1,404,127000
1231,5,1977,1977,1361,1361,2620,2,12,2,600,190000
1232,5,1962,1962,1106,1190,1190,1,6,2,540,132500
1234,5,1959,1959,1188,1188,1188,1,6,2,531,142000
1236,5,1914,1950,747,892,1784,1,9,1,180,138887
1237,7,2003,2003,764,764,1626,2,6,2,474,175500
1238,7,2004,2005,847,847,1948,2,8,2,434,195000
1239,6,2005,2005,1141,1141,1141,1,6,2,484,142500
1240,8,2006,2006,1476,1484,1484,2,6,2,472,265900
1241,7,2003,2003,884,884,1768,2,8,2,543,224900
1242,7,2007,2007,1689,1689,1689,2,7,3,954,248328
1243,7,1974,1974,1053,1173,1173,2,6,2,528,170000
1245,8,1929,1950,792,792,1517,1,7,2,400,230000
1246,6,1984,2003,585,1140,1868,3,7,2,477,178000
1247,7,2005,2006,756,756,1553,2,6,2,615,186500
1248,6,1976,1976,1012,1034,1034,1,6,3,888,169900
1249,6,1917,1950,735,1134,2058,1,8,2,396,129500
1250,5,1950,1950,876,988,988,1,6,1,276,119000
1251,7,1968,1968,2110,2110,2110,2,8,2,522,244000
1252,7,2003,2003,1405,1405,1405,2,6,2,478,171750
1253,5,1968,1968,864,874,874,1,5,1,288,130000
1254,7,1974,2003,1192,1516,2167,2,9,2,518,294000
1255,7,2003,2004,746,760,1656,2,7,2,397,165400
1256,6,1931,1950,884,959,1367,1,6,1,560,127500
1257,8,1994,1994,1986,1987,1987,2,7,2,691,301500
1259,7,2005,2005,856,1166,1166,2,5,2,400,190000
1260,6,1969,1969,1054,1054,1054,1,6,2,460,151000
1261,6,1999,1999,841,892,1675,2,7,2,502,181000
1262,5,1956,1956,1050,1050,1050,1,5,1,338,128900
1263,4,1957,1989,1104,1104,1788,1,8,1,304,161500
1264,6,1919,1950,764,1060,1824,1,8,2,520,180500
1265,6,1998,1999,1405,1337,1337,2,5,2,511,181000
1266,7,1999,1999,691,713,1452,2,6,2,506,183900
1267,7,1910,1950,925,964,1889,1,9,1,308,122000
1268,9,2008,2009,2002,2018,2018,2,10,3,746,378500
1269,8,1935,1997,728,1968,3447,3,11,3,1014,381000
1270,5,1958,1958,874,874,1524,1,7,1,315,144000
1271,7,1979,1979,1332,1332,1524,0,4,2,586,260000
1272,6,1968,1968,1489,1489,1489,2,7,2,462,185750
1273,5,1965,1965,935,935,935,1,5,1,288,137000
1274,6,1959,2006,1019,1357,1357,1,5,1,312,177000
1275,5,1910,2003,661,661,1250,2,8,2,552,139000
1276,5,1948,1950,928,928,1920,2,10,2,400,137000
1277,6,1972,1972,723,735,1395,1,6,2,497,162000
1278,6,1967,1976,1680,1724,1724,1,7,2,480,197900
1280,4,1920,1950,698,698,1128,1,6,2,528,68400
1281,7,2002,2002,1573,1573,1573,2,6,2,544,227000
1282,7,1990,1990,1309,1339,1339,2,6,2,484,180000
1283,5,1977,2008,1040,1040,1040,2,5,2,484,150500
1285,6,1919,1990,804,1699,2447,2,10,1,336,169000
1286,6,1939,1950,780,825,1412,1,6,1,280,132500
1287,6,1963,1963,1328,1328,1328,1,6,2,528,143000
1288,5,1964,1964,1624,1582,1582,2,7,2,390,190000
1289,8,2000,2000,1501,1659,1659,2,5,2,499,278000
1290,8,2006,2006,1085,1120,1970,2,8,3,753,281000
1291,5,1964,1964,1152,1152,1152,1,6,2,484,180500
1292,5,1972,1972,630,630,1302,2,6,1,264,119500
1293,5,1892,1965,994,1378,2372,2,11,1,432,107500
1294,7,1976,1976,832,832,1664,2,8,2,528,162900
1295,5,1955,1990,864,864,864,1,5,2,572,115000
1296,5,1968,1968,1052,1052,1052,1,5,1,288,138500
1297,5,1963,1963,1120,1128,1128,2,6,2,525,155000
1298,6,2005,2006,547,1072,1072,2,5,2,525,140000
1299,10,2008,2008,6110,4692,5642,2,12,2,1418,160000
1300,5,1959,1994,1246,1246,1246,1,6,1,305,154000
1301,7,1999,1999,978,1005,1983,2,9,2,490,225000
1302,6,1942,1950,771,753,1494,1,7,1,213,177500
1303,8,1994,1994,1165,1203,2526,2,8,3,844,290000
1304,7,2005,2005,1616,1616,1616,2,7,3,834,232000
1305,7,2004,2004,976,976,1708,2,7,2,380,130000
1306,9,2006,2007,1652,1652,1652,2,6,2,840,325000
1307,7,2005,2006,1368,1368,1368,2,6,2,474,202500
1308,5,1994,1995,990,990,990,1,5,2,480,138000
1309,5,1948,2005,924,1122,1122,1,6,2,528,147000
1310,6,1991,1991,1278,1294,1294,2,6,2,496,179200
1311,7,1959,2002,1902,1902,1902,2,7,2,567,335000
1312,7,2005,2007,1274,1274,1274,2,6,2,508,203000
1313,8,1990,1990,1453,1453,2810,2,9,2,750,302000
1314,9,1999,1999,1393,1422,2599,2,10,3,779,333168
1315,4,1954,1954,948,948,948,1,5,1,280,119000
1316,6,1969,1969,952,1092,2112,2,9,2,576,206900
1317,8,2008,2008,1622,1630,1630,2,8,3,860,295493
1318,7,2006,2007,1352,1352,1352,2,5,2,466,208900
1319,8,2001,2002,1753,1787,1787,2,7,3,748,275000
1320,4,1954,1954,864,948,948,1,5,1,248,111000
1321,6,1957,1957,1478,1478,1478,1,6,2,442,156500
1323,7,1992,1992,750,1061,1923,2,8,2,564,190000
1325,8,2006,2007,1795,1795,1795,2,7,3,895,147000
1328,5,1982,2008,816,816,816,1,5,1,264,130500
1329,6,1920,1950,1510,1584,2792,2,8,2,520,256000
1330,7,1998,1998,935,955,1632,2,8,2,462,176500
1331,8,2006,2006,1588,1588,1588,2,7,3,825,227000
1332,5,1976,1976,911,954,954,1,6,2,576,132500
1333,4,1938,1958,816,816,816,1,3,1,288,100000
1334,5,1938,1995,803,803,1360,1,6,1,297,125500
1335,5,1970,1970,765,765,1365,1,7,2,440,125000
1336,6,1977,1977,1350,1334,1334,2,6,2,630,167900
1337,5,1973,1973,1656,1656,1656,2,8,2,506,135000
1339,7,2002,2002,916,920,1861,2,8,2,492,200000
1340,5,1972,1972,864,864,864,1,5,1,288,128500
1341,4,1971,1971,858,872,872,1,5,4,480,123000
1342,6,2003,2004,1114,1114,1114,1,6,2,576,155000
1343,8,2002,2002,1284,1284,2169,2,7,2,647,228500
1344,6,1928,1950,896,1172,1913,1,9,2,342,177000
1345,7,2006,2006,728,728,1456,2,8,2,440,155835
1346,4,1920,1950,960,960,960,1,5,1,308,108500
1347,7,1968,2003,1568,2156,2156,2,9,2,508,262500
1348,8,2006,2007,1732,1776,1776,2,7,3,712,283463
1349,7,1998,1998,1482,1494,1494,2,5,2,514,215000
1351,5,1969,1969,1248,1338,2634,2,12,4,968,200000
1352,6,1962,1962,858,858,1716,1,8,2,490,171000
1353,6,1937,2000,698,786,1176,1,4,2,624,134900
1354,8,1995,1996,2033,2053,3238,2,9,3,666,410000
1355,7,2000,2000,992,992,1865,2,7,3,839,235000
1356,7,1968,1992,570,1222,1920,3,8,2,487,170000
1357,5,1966,1966,864,892,892,1,5,1,264,110000
1358,5,1971,2008,1078,1078,1078,1,6,2,500,149900
1359,6,2000,2000,756,769,1573,2,5,2,440,177500
1360,9,2004,2005,1980,1980,1980,2,8,3,770,315000
1361,5,1921,1998,612,990,2601,3,8,2,621,189000
1362,7,2005,2005,1530,1530,1530,2,7,2,430,260000
1363,4,1920,2007,715,1281,1738,2,7,1,368,104900
1364,6,2006,2007,616,616,1412,2,6,2,432,156932
1365,7,2005,2005,600,520,1200,2,4,2,480,144152
1366,7,2000,2000,814,814,1674,2,7,2,663,216000
1367,7,1999,1999,873,882,1790,2,7,2,588,193000
1368,5,1977,1977,757,925,1475,2,6,1,336,127000
1369,6,2003,2004,848,848,848,1,4,2,420,144000
1370,8,2003,2003,1657,1668,1668,2,8,2,502,232000
1371,4,1920,1950,840,840,1374,1,6,1,338,105000
1372,6,1955,1996,992,1661,1661,1,8,1,377,165500
1373,7,1998,1998,1108,1108,2097,2,8,2,583,274300
1374,10,2001,2002,2633,2633,2633,2,8,3,804,466500
1375,7,2005,2005,1026,1026,1958,2,9,3,936,250000
1376,8,2007,2007,1571,1571,1571,2,7,3,722,239000
1377,6,1930,1950,768,790,790,1,4,1,160,91000
1378,5,1941,1960,984,984,1604,2,6,2,660,117000
1379,6,1973,1973,483,483,987,1,5,1,264,83000
1381,3,1914,1950,864,864,864,1,5,1,200,58500
1382,6,1970,1970,1205,2117,2117,2,7,2,550,237500
1383,7,1920,1950,596,998,1762,1,8,2,576,157000
1384,5,1918,2007,816,1416,1416,2,7,2,576,112000
1385,6,1939,1950,560,698,1258,1,6,1,280,105000
1386,4,1922,2007,796,796,1154,1,7,1,240,125500
1387,7,1978,1978,1392,1392,2784,3,12,2,564,250000
1388,6,1916,1950,714,1664,2526,2,10,1,216,136000
1389,9,2006,2007,1746,1746,1746,2,7,3,758,377500
1390,6,1941,1950,735,869,1218,1,6,2,440,131000
1391,7,2000,2000,1525,1525,1525,2,6,2,541,235000
1392,5,1967,1967,1584,1584,1584,2,8,3,792,124000
1393,5,1967,1967,864,900,900,1,6,1,288,123000
1394,6,1905,2000,482,1221,1912,2,7,2,672,163000
1395,7,2006,2006,1356,1500,1500,2,6,3,648,246578
1396,8,2005,2006,1094,1133,2482,2,9,3,642,281213
1397,5,1948,1950,747,1687,1687,1,7,2,572,160000
1398,5,1920,2004,939,939,1513,1,8,1,180,137500
1399,5,1950,1982,1208,1136,1904,1,7,1,240,138000
1400,6,1925,1990,976,1160,1608,2,7,1,216,137450
1401,6,1929,1950,862,950,1158,1,5,1,208,120000
1402,6,2004,2004,839,864,1593,2,8,2,398,193000
1403,7,2006,2006,1286,1294,1294,2,6,2,662,193879
1404,8,2007,2007,1485,1464,1464,2,6,3,754,282922
1405,3,1915,1950,672,694,1214,1,6,3,936,105000
1406,8,2004,2005,1594,1646,1646,2,5,2,482,275000
1407,5,1972,2007,768,768,768,1,5,2,396,133000
1409,4,1910,1950,622,741,1363,1,6,2,528,125500
1410,7,1986,1991,791,1236,2093,2,7,2,542,215000
1411,7,2001,2001,944,944,1840,2,6,2,622,230000
1412,6,1950,2005,856,1112,1668,1,6,1,271,140000
1414,8,2005,2006,1844,1844,1844,2,7,2,620,257000
1415,6,1923,2000,833,1053,1848,1,8,2,370,207000
1416,7,2007,2007,1386,1569,1569,2,7,3,660,175900
1417,4,1885,1950,777,1246,2290,2,11,2,560,122500
1418,8,1998,1998,1284,1310,2450,2,7,3,1069,340000
1419,5,1963,1963,1144,1144,1144,1,6,1,336,124000
1420,6,1969,1969,1844,1844,1844,2,7,2,540,223000
1421,6,1968,1968,708,708,1416,2,7,2,776,179900
1422,6,1977,1977,1069,1069,1069,2,4,2,440,127500
1423,6,2003,2003,848,848,848,1,3,2,420,136500
1424,6,1966,1966,697,1575,2201,2,8,2,432,274970
1425,5,1958,1983,1024,1344,1344,1,6,1,484,144000
1426,6,1959,1959,1252,1252,1252,1,7,2,528,142000
1427,7,1994,1994,1223,1223,2127,2,5,2,525,271000
1428,5,1945,1950,913,1048,1558,1,6,1,288,140000
1429,5,1940,1992,788,804,804,1,4,1,240,119000
1430,6,1981,1981,1440,1440,1440,2,7,2,467,182900
1431,5,2005,2005,732,734,1838,2,7,2,372,192140
1432,6,1976,1976,958,958,958,2,5,2,440,143750
1433,4,1927,2007,656,968,968,2,5,1,216,64500
1434,6,2000,2000,936,962,1792,2,8,2,451,186500
1435,5,1977,1977,1126,1126,1126,2,5,2,484,160000
1436,6,1962,2005,1319,1537,1537,1,7,2,462,174000
1437,4,1971,1971,864,864,864,1,5,2,528,120500
1438,8,2008,2008,1932,1932,1932,2,7,3,774,394617
1439,6,1957,1996,912,1236,1236,1,6,2,923,149700
1440,7,1979,1979,539,1040,1725,2,6,2,550,197000
1441,6,1922,1994,588,1423,2555,2,11,2,672,191000
1442,6,2004,2004,848,848,848,1,3,2,420,149300
1443,10,2008,2008,1017,1026,2007,2,10,3,812,310000
1444,6,1916,1950,952,952,952,1,4,1,192,121000
1445,7,2004,2004,1422,1422,1422,2,7,2,626,179600
1446,6,1966,1966,814,913,913,1,6,1,240,129000
1447,5,1962,1962,1188,1188,1188,1,6,1,312,157900
1448,8,1995,1996,1220,1220,2090,2,8,2,556,240000
1449,4,1910,2000,560,796,1346,1,6,1,384,112000
1452,8,2008,2009,1573,1578,1578,2,7,3,840,287090
1453,5,2005,2005,547,1072,1072,1,5,2,525,145000
1455,7,2004,2005,1221,1221,1221,2,6,2,400,185000
1456,6,1999,2000,953,953,1647,2,7,2,460,175000
1457,6,1978,1988,1542,2073,2073,2,7,2,500,210000
1458,7,1941,2006,1152,1188,2340,2,9,1,252,266500
1459,5,1950,1996,1078,1078,1078,1,5,1,240,142125
1460,5,1965,1965,1256,1256,1256,1,6,1,276,147500
